record_id,dataset,role,pair_id,mechanism_family,ton_groundtruth_label,cross_dataset_mapping,conn_relative_path,groundtruth_relative_path,conn_line_index,groundtruth_line_index,exact_join_rule,key_sha256,ts,source_local_orig_node_id,source_local_resp_node_id,orig_p,resp_p,proto,service,duration,orig_bytes,resp_bytes,conn_state,history,orig_pkts,orig_ip_bytes,resp_pkts,resp_ip_bytes,completed_record_lower_bound_epoch,explicit_log_emission_time_available,allowed_for_static_completed_connection_supervision,allowed_for_temporal_replay,allowed_for_Gotham_C1_fit,allowed_for_Gotham_threshold_selection,report_or_sealed,selection_allowed_within_aux_role_only
ckbt_31abb89ca3d2105520b4,ToN-IoT_raw_network_Bro,aux_process_fit,scanning_fit_capture_1,reconnaissance_scan,scanning,mechanism_family_only_not_exact_Gotham_label_equivalence,Network_dataset_Bro/normal_attack_Bro/normal_scanning/normal_scanning_1/conn.log,SecurityEvents_Network_datasets/GroundTruth_Network_1.csv,71357,66954,floor(conn.ts)==gt.ts_and_direct_5tuple_proto_unique_both_sides,2c33cad6c859d394b9647ab386bfbb3d5a851548a14717c713f72ebdfb11dbc9,1556024768.039728,9,13,49500,27353,tcp,-,-,-,-,S0,S,1,44,0,0,,False,True,False,False,False,False,True
ckbt_31ad26161387e1ac516a,ToN-IoT_raw_network_Bro,aux_process_fit,scanning_fit_capture_1,reconnaissance_scan,scanning,mechanism_family_only_not_exact_Gotham_label_equivalence,Network_dataset_Bro/normal_attack_Bro/normal_scanning/normal_scanning_1/conn.log,SecurityEvents_Network_datasets/GroundTruth_Network_1.csv,72284,67882,floor(conn.ts)==gt.ts_and_direct_5tuple_proto_unique_both_sides,1cd44b693e7939c4e713b82f86ebdcdd48c7497b993fb08f1674eee19544f95f,1556024800.046093,10,2,51109,691,tcp,-,0.113251,0,0,REJ,Sr,1,44,1,40,1556024800.159344,False,True,False,False,False,False,True
ckbt_31b01820643f17e3257c,ToN-IoT_raw_network_Bro,aux_process_fit,scanning_fit_capture_1,reconnaissance_scan,scanning,mechanism_family_only_not_exact_Gotham_label_equivalence,Network_dataset_Bro/normal_attack_Bro/normal_scanning/normal_scanning_1/conn.log,SecurityEvents_Network_datasets/GroundTruth_Network_1.csv,46393,43689,floor(conn.ts)==gt.ts_and_direct_5tuple_proto_unique_both_sides,7a75cce39af1df94a986a8483ba79d084f791f4e17c526904c08dcbaa61f0340,1556023376.028781,9,0,55542,53,udp,dns,0.002714,52,52,SF,Dd,2,108,2,108,1556023376.031495,False,True,False,False,False,False,True
ckbt_31ba7d482a97ce8eb9d6,ToN-IoT_raw_network_Bro,aux_process_fit,scanning_fit_capture_1,reconnaissance_scan,scanning,mechanism_family_only_not_exact_Gotham_label_equivalence,Network_dataset_Bro/normal_attack_Bro/normal_scanning/normal_scanning_1/conn.log,SecurityEvents_Network_datasets/GroundTruth_Network_1.csv,13852,4502,floor(conn.ts)==gt.ts_and_direct_5tuple_proto_unique_both_sides,db5b9085dddaf13849dcd9e3cb425602e5843eb585f2971fdb7a65bb96eb2c6e,1556021657.319709,9,15,60994,443,tcp,ssl,117.007184,1088,9052,SF,ShADadFfRR,25,2360,24,10308,1556021774.326893,False,True,False,False,False,False,True
ckbt_31be615fdacf81824337,ToN-IoT_raw_network_Bro,aux_process_fit,scanning_fit_capture_1,reconnaissance_scan,scanning,mechanism_family_only_not_exact_Gotham_label_equivalence,Network_dataset_Bro/normal_attack_Bro/normal_scanning/normal_scanning_1/conn.log,SecurityEvents_Network_datasets/GroundTruth_Network_1.csv,55878,52651,floor(conn.ts)==gt.ts_and_direct_5tuple_proto_unique_both_sides,e5a1b24a16bc9598a3c43393c555454365e7480feb173f95f82c3964d1900a07,1556023858.285601,11,13,54088,898,tcp,-,-,-,-,S0,S,1,44,0,0,,False,True,False,False,False,False,True
ckbt_31c003a3e6ee7304d691,ToN-IoT_raw_network_Bro,aux_process_fit,scanning_fit_capture_1,reconnaissance_scan,scanning,mechanism_family_only_not_exact_Gotham_label_equivalence,Network_dataset_Bro/normal_attack_Bro/normal_scanning/normal_scanning_1/conn.log,SecurityEvents_Network_datasets/GroundTruth_Network_1.csv,69290,64880,floor(conn.ts)==gt.ts_and_direct_5tuple_proto_unique_both_sides,5328b01c3665dbb49356143551e4f4e978e7e5892d89581dd7763831a4501ad1,1556024695.217948,10,0,55793,53,udp,dns,0.005111,52,52,SF,Dd,2,108,2,108,1556024695.223059,False,True,False,False,False,False,True
ckbt_31c2cde293d875e52080,ToN-IoT_raw_network_Bro,aux_process_fit,scanning_fit_capture_1,reconnaissance_scan,scanning,mechanism_family_only_not_exact_Gotham_label_equivalence,Network_dataset_Bro/normal_attack_Bro/normal_scanning/normal_scanning_1/conn.log,SecurityEvents_Network_datasets/GroundTruth_Network_1.csv,43123,40845,floor(conn.ts)==gt.ts_and_direct_5tuple_proto_unique_both_sides,1a9b409fa007c4e0f8583dd5509b705a219b6b9a7d60634e8863228e69d7c5da,1556023247.374567,11,1,53922,37,tcp,-,-,-,-,S0,S,1,44,0,0,,False,True,False,False,False,False,True
ckbt_31c3cab42b121a88e5ae,ToN-IoT_raw_network_Bro,aux_process_fit,scanning_fit_capture_1,reconnaissance_scan,scanning,mechanism_family_only_not_exact_Gotham_label_equivalence,Network_dataset_Bro/normal_attack_Bro/normal_scanning/normal_scanning_1/conn.log,SecurityEvents_Network_datasets/GroundTruth_Network_1.csv,5482,33075,floor(conn.ts)==gt.ts_and_direct_5tuple_proto_unique_both_sides,b275a87f2b2e8bc437ea24cef82d9be34bc8d0454ef18ed9a5d56cb0c77a4e82,1556021520.129343,11,13,54771,18988,tcp,-,-,-,-,S0,S,1,44,0,0,,False,True,False,False,False,False,True
ckbt_31c89aaf38ec995e9149,ToN-IoT_raw_network_Bro,aux_process_fit,scanning_fit_capture_1,reconnaissance_scan,scanning,mechanism_family_only_not_exact_Gotham_label_equivalence,Network_dataset_Bro/normal_attack_Bro/normal_scanning/normal_scanning_1/conn.log,SecurityEvents_Network_datasets/GroundTruth_Network_1.csv,49260,46484,floor(conn.ts)==gt.ts_and_direct_5tuple_proto_unique_both_sides,30e65d902d918c64450fee05072ee3afe35135debe781f0def3af491b9d6cc8f,1556023511.381255,9,2,50567,5033,tcp,-,0.597429,0,0,REJ,Sr,1,44,1,40,1556023511.978684,False,True,False,False,False,False,True
ckbt_31d4d2bb0c4d861f3ba6,ToN-IoT_raw_network_Bro,aux_process_fit,scanning_fit_capture_1,reconnaissance_scan,scanning,mechanism_family_only_not_exact_Gotham_label_equivalence,Network_dataset_Bro/normal_attack_Bro/normal_scanning/normal_scanning_1/conn.log,SecurityEvents_Network_datasets/GroundTruth_Network_1.csv,34085,26489,floor(conn.ts)==gt.ts_and_direct_5tuple_proto_unique_both_sides,f313715ea90f4874afcd5029a225bd735fd0996454d5405fc044001429bf04a3,1556022802.012426,10,2,54804,9050,tcp,-,-,-,-,S0,S,1,44,0,0,,False,True,False,False,False,False,True
ckbt_31d87a1a0590566eee10,ToN-IoT_raw_network_Bro,aux_process_fit,scanning_fit_capture_1,reconnaissance_scan,scanning,mechanism_family_only_not_exact_Gotham_label_equivalence,Network_dataset_Bro/normal_attack_Bro/normal_scanning/normal_scanning_1/conn.log,SecurityEvents_Network_datasets/GroundTruth_Network_1.csv,19904,13457,floor(conn.ts)==gt.ts_and_direct_5tuple_proto_unique_both_sides,ce731e7e4a0747540b7508bd68dc6ff6ab8fab212420bbd18a16634517c18e2a,1556022039.370579,9,13,49506,9080,tcp,-,-,-,-,S0,S,1,44,0,0,,False,True,False,False,False,False,True
ckbt_31d9d5fd535e0e3f5af6,ToN-IoT_raw_network_Bro,aux_process_fit,scanning_fit_capture_1,reconnaissance_scan,scanning,mechanism_family_only_not_exact_Gotham_label_equivalence,Network_dataset_Bro/normal_attack_Bro/normal_scanning/normal_scanning_1/conn.log,SecurityEvents_Network_datasets/GroundTruth_Network_1.csv,76128,71576,floor(conn.ts)==gt.ts_and_direct_5tuple_proto_unique_both_sides,c29e584d51285a14fb47e53dadf59659d00e1a037bd271242c7364d27ea3833b,1556025016.289940,9,13,50573,5961,tcp,-,-,-,-,S0,S,1,44,0,0,,False,True,False,False,False,False,True
ckbt_31dc3ae040f0cd0702f2,ToN-IoT_raw_network_Bro,aux_process_fit,scanning_fit_capture_1,reconnaissance_scan,scanning,mechanism_family_only_not_exact_Gotham_label_equivalence,Network_dataset_Bro/normal_attack_Bro/normal_scanning/normal_scanning_1/conn.log,SecurityEvents_Network_datasets/GroundTruth_Network_1.csv,24867,17687,floor(conn.ts)==gt.ts_and_direct_5tuple_proto_unique_both_sides,4e05f0eb2da5a2a09926a5cccc4deae0ac12c5f75732ea3532643b7fa267d243,1556022337.046142,9,8,49507,24444,tcp,-,-,-,-,S0,S,1,44,0,0,,False,True,False,False,False,False,True
ckbt_31e2d08ad0b4e5a6f2c0,ToN-IoT_raw_network_Bro,aux_process_fit,scanning_fit_capture_1,reconnaissance_scan,scanning,mechanism_family_only_not_exact_Gotham_label_equivalence,Network_dataset_Bro/normal_attack_Bro/normal_scanning/normal_scanning_1/conn.log,SecurityEvents_Network_datasets/GroundTruth_Network_1.csv,10504,4767,floor(conn.ts)==gt.ts_and_direct_5tuple_proto_unique_both_sides,e5c7c13fc89fca6094133ab32baf4649fa69999d8521493a0ea18e7433bd073e,1556021663.362519,11,13,61384,443,tcp,-,-,-,-,S0,S,1,44,0,0,,False,True,False,False,False,False,True
ckbt_31e3b360bd5482d02b4f,ToN-IoT_raw_network_Bro,aux_process_fit,scanning_fit_capture_1,reconnaissance_scan,scanning,mechanism_family_only_not_exact_Gotham_label_equivalence,Network_dataset_Bro/normal_attack_Bro/normal_scanning/normal_scanning_1/conn.log,SecurityEvents_Network_datasets/GroundTruth_Network_1.csv,9316,3548,floor(conn.ts)==gt.ts_and_direct_5tuple_proto_unique_both_sides,c1bd66e562af24c86b240aa78fa9599fa5eccfdc6882fbd7c0706ffe9aca56da,1556021626.361287,11,12,53033,6839,tcp,-,-,-,-,S0,S,1,44,0,0,,False,True,False,False,False,False,True
ckbt_31e3f624f896c44e9ea4,ToN-IoT_raw_network_Bro,aux_process_fit,scanning_fit_capture_1,reconnaissance_scan,scanning,mechanism_family_only_not_exact_Gotham_label_equivalence,Network_dataset_Bro/normal_attack_Bro/normal_scanning/normal_scanning_1/conn.log,SecurityEvents_Network_datasets/GroundTruth_Network_1.csv,25149,17936,floor(conn.ts)==gt.ts_and_direct_5tuple_proto_unique_both_sides,0634b961d8fb542c1d3d8a9259e1059ff5ae605ce506b52bcd0abeb63aa868c8,1556022340.284429,9,5,50567,43,tcp,-,-,-,-,S0,S,1,44,0,0,,False,True,False,False,False,False,True
ckbt_31f7d373c629028018ec,ToN-IoT_raw_network_Bro,aux_process_fit,scanning_fit_capture_1,reconnaissance_scan,scanning,mechanism_family_only_not_exact_Gotham_label_equivalence,Network_dataset_Bro/normal_attack_Bro/normal_scanning/normal_scanning_1/conn.log,SecurityEvents_Network_datasets/GroundTruth_Network_1.csv,35354,33386,floor(conn.ts)==gt.ts_and_direct_5tuple_proto_unique_both_sides,c3a3335364aaa120d81f6d06b17adcc952937387b0e70b9089c5a3b6eaed35ee,1556022874.099439,11,13,61178,5080,tcp,-,-,-,-,S0,S,1,44,0,0,,False,True,False,False,False,False,True
ckbt_320213757bb5b44bca2d,ToN-IoT_raw_network_Bro,aux_process_fit,scanning_fit_capture_1,reconnaissance_scan,scanning,mechanism_family_only_not_exact_Gotham_label_equivalence,Network_dataset_Bro/normal_attack_Bro/normal_scanning/normal_scanning_1/conn.log,SecurityEvents_Network_datasets/GroundTruth_Network_1.csv,56218,52983,floor(conn.ts)==gt.ts_and_direct_5tuple_proto_unique_both_sides,b73556f21f9bc73cb9655f9c2e60e83c5c8959fa34b4f2da576418619a8f02d2,1556023877.100611,9,2,50567,6792,tcp,-,0.112142,0,0,REJ,Sr,1,44,1,40,1556023877.212753,False,True,False,False,False,False,True
ckbt_320ae3e7c3d8f0ffc785,ToN-IoT_raw_network_Bro,aux_process_fit,scanning_fit_capture_1,reconnaissance_scan,scanning,mechanism_family_only_not_exact_Gotham_label_equivalence,Network_dataset_Bro/normal_attack_Bro/normal_scanning/normal_scanning_1/conn.log,SecurityEvents_Network_datasets/GroundTruth_Network_1.csv,2011,29394,floor(conn.ts)==gt.ts_and_direct_5tuple_proto_unique_both_sides,2279c7525155ad58059dc6195d6b947991486bbebba59f68d92a363c732dbf6d,1556021456.197408,9,3,42908,10001,tcp,-,0.005192,0,0,REJ,Sr,1,44,1,40,1556021456.202600,False,True,False,False,False,False,True
ckbt_320bbae9030e9dcde552,ToN-IoT_raw_network_Bro,aux_process_fit,scanning_fit_capture_1,reconnaissance_scan,scanning,mechanism_family_only_not_exact_Gotham_label_equivalence,Network_dataset_Bro/normal_attack_Bro/normal_scanning/normal_scanning_1/conn.log,SecurityEvents_Network_datasets/GroundTruth_Network_1.csv,15793,9734,floor(conn.ts)==gt.ts_and_direct_5tuple_proto_unique_both_sides,0dbd653ae1a351fce514f00a3c493181116235633ee1c33b4a58a578094a4b6b,1556021842.071961,11,0,37724,53,udp,dns,0.004442,44,44,SF,Dd,2,100,2,100,1556021842.076403,False,True,False,False,False,False,True
ckbt_320cb0393a5d3a8da39f,ToN-IoT_raw_network_Bro,aux_process_fit,scanning_fit_capture_1,reconnaissance_scan,scanning,mechanism_family_only_not_exact_Gotham_label_equivalence,Network_dataset_Bro/normal_attack_Bro/normal_scanning/normal_scanning_1/conn.log,SecurityEvents_Network_datasets/GroundTruth_Network_1.csv,7247,1515,floor(conn.ts)==gt.ts_and_direct_5tuple_proto_unique_both_sides,aa3c15faa60174f4daccab6f043b6f32b8bc25181e942d3447dee978124bd492,1556021551.383490,10,8,50945,4,tcp,-,-,-,-,S0,S,1,44,0,0,,False,True,False,False,False,False,True
ckbt_3219665d32df5b7a3ca2,ToN-IoT_raw_network_Bro,aux_process_fit,scanning_fit_capture_1,reconnaissance_scan,scanning,mechanism_family_only_not_exact_Gotham_label_equivalence,Network_dataset_Bro/normal_attack_Bro/normal_scanning/normal_scanning_1/conn.log,SecurityEvents_Network_datasets/GroundTruth_Network_1.csv,2289,29596,floor(conn.ts)==gt.ts_and_direct_5tuple_proto_unique_both_sides,01229287c01350801893b7db609bf2232ada928b4b0e50cd03970592e585affa,1556021456.334305,9,3,42908,4111,tcp,-,0.014407,0,0,REJ,Sr,1,44,1,40,1556021456.348712,False,True,False,False,False,False,True
ckbt_321c5a2dc3ceb93fd745,ToN-IoT_raw_network_Bro,aux_process_fit,scanning_fit_capture_1,reconnaissance_scan,scanning,mechanism_family_only_not_exact_Gotham_label_equivalence,Network_dataset_Bro/normal_attack_Bro/normal_scanning/normal_scanning_1/conn.log,SecurityEvents_Network_datasets/GroundTruth_Network_1.csv,59583,56168,floor(conn.ts)==gt.ts_and_direct_5tuple_proto_unique_both_sides,1bb8e9457a9286bc08d85cc15d02236074a962820bd21ba87d5cfcd81ff725dc,1556024098.280246,11,13,54778,465,tcp,-,-,-,-,S0,S,1,44,0,0,,False,True,False,False,False,False,True
ckbt_322230813e798e50ca3d,ToN-IoT_raw_network_Bro,aux_process_fit,scanning_fit_capture_1,reconnaissance_scan,scanning,mechanism_family_only_not_exact_Gotham_label_equivalence,Network_dataset_Bro/normal_attack_Bro/normal_scanning/normal_scanning_1/conn.log,SecurityEvents_Network_datasets/GroundTruth_Network_1.csv,26967,19741,floor(conn.ts)==gt.ts_and_direct_5tuple_proto_unique_both_sides,0a925114bc0a8bb092a123f1d3e8c14c03c4b68a98b4d38878a53bf6ca98a86e,1556022413.182603,9,8,49500,1175,tcp,-,-,-,-,S0,S,1,44,0,0,,False,True,False,False,False,False,True
ckbt_32227e4e6163af871775,ToN-IoT_raw_network_Bro,aux_process_fit,scanning_fit_capture_1,reconnaissance_scan,scanning,mechanism_family_only_not_exact_Gotham_label_equivalence,Network_dataset_Bro/normal_attack_Bro/normal_scanning/normal_scanning_1/conn.log,SecurityEvents_Network_datasets/GroundTruth_Network_1.csv,69104,64766,floor(conn.ts)==gt.ts_and_direct_5tuple_proto_unique_both_sides,68f73072b13edd98c88a88f40ce6549b3bba8606438c7b0a1e2e94d433f6c839,1556024689.119232,11,8,53036,6007,tcp,-,-,-,-,S0,S,1,44,0,0,,False,True,False,False,False,False,True
ckbt_322467b761d76fde9e7e,ToN-IoT_raw_network_Bro,aux_process_fit,scanning_fit_capture_1,reconnaissance_scan,scanning,mechanism_family_only_not_exact_Gotham_label_equivalence,Network_dataset_Bro/normal_attack_Bro/normal_scanning/normal_scanning_1/conn.log,SecurityEvents_Network_datasets/GroundTruth_Network_1.csv,16463,10477,floor(conn.ts)==gt.ts_and_direct_5tuple_proto_unique_both_sides,3bf19fa63496bf94116cf92176e1abe5003a651d104ed6d6addc9af979457e03,1556021873.051694,11,13,53921,44176,tcp,-,-,-,-,S0,S,1,44,0,0,,False,True,False,False,False,False,True
ckbt_3225f328428a43f1394c,ToN-IoT_raw_network_Bro,aux_process_fit,scanning_fit_capture_1,reconnaissance_scan,scanning,mechanism_family_only_not_exact_Gotham_label_equivalence,Network_dataset_Bro/normal_attack_Bro/normal_scanning/normal_scanning_1/conn.log,SecurityEvents_Network_datasets/GroundTruth_Network_1.csv,79093,74165,floor(conn.ts)==gt.ts_and_direct_5tuple_proto_unique_both_sides,d979eac6c86b4e20d167f10b94db4692b115c088579bd71c56180a88ad796f41,1556025229.452606,11,13,61177,16018,tcp,-,-,-,-,S0,S,1,44,0,0,,False,True,False,False,False,False,True
ckbt_322c58a00f580279f652,ToN-IoT_raw_network_Bro,aux_process_fit,scanning_fit_capture_1,reconnaissance_scan,scanning,mechanism_family_only_not_exact_Gotham_label_equivalence,Network_dataset_Bro/normal_attack_Bro/normal_scanning/normal_scanning_1/conn.log,SecurityEvents_Network_datasets/GroundTruth_Network_1.csv,73429,69006,floor(conn.ts)==gt.ts_and_direct_5tuple_proto_unique_both_sides,3335faa8b816ab4cb1861bd59f0595ad6f054a12e3971726e807dbb38277eba6,1556024854.414897,11,7,53180,993,tcp,-,-,-,-,S0,S,1,44,0,0,,False,True,False,False,False,False,True
ckbt_323b26f83bdb5167fe04,ToN-IoT_raw_network_Bro,aux_process_fit,scanning_fit_capture_1,reconnaissance_scan,scanning,mechanism_family_only_not_exact_Gotham_label_equivalence,Network_dataset_Bro/normal_attack_Bro/normal_scanning/normal_scanning_1/conn.log,SecurityEvents_Network_datasets/GroundTruth_Network_1.csv,51436,48491,floor(conn.ts)==gt.ts_and_direct_5tuple_proto_unique_both_sides,bdab7bd7d8a0825842a25e35c57fd2aaf9ffb4140bcf26033dcc8920c081c6eb,1556023612.458991,9,13,49031,5911,tcp,-,-,-,-,S0,S,1,44,0,0,,False,True,False,False,False,False,True
ckbt_3240b191cb4ab25d13e5,ToN-IoT_raw_network_Bro,aux_process_fit,scanning_fit_capture_1,reconnaissance_scan,scanning,mechanism_family_only_not_exact_Gotham_label_equivalence,Network_dataset_Bro/normal_attack_Bro/normal_scanning/normal_scanning_1/conn.log,SecurityEvents_Network_datasets/GroundTruth_Network_1.csv,1066,28668,floor(conn.ts)==gt.ts_and_direct_5tuple_proto_unique_both_sides,6952e9cf957e5d48b0755de8fbd00d39f6a8c7f0ce37d06f3c12962eb5bd80db,1556021439.321578,11,13,35489,873,tcp,-,-,-,-,S0,S,1,44,0,0,,False,True,False,False,False,False,True
ckbt_32441ddcb683db3a8224,ToN-IoT_raw_network_Bro,aux_process_fit,scanning_fit_capture_1,reconnaissance_scan,scanning,mechanism_family_only_not_exact_Gotham_label_equivalence,Network_dataset_Bro/normal_attack_Bro/normal_scanning/normal_scanning_1/conn.log,SecurityEvents_Network_datasets/GroundTruth_Network_1.csv,44193,41757,floor(conn.ts)==gt.ts_and_direct_5tuple_proto_unique_both_sides,814bd3ce9a502c48d04376d0e68ac9d915f5fea702e783c9b15e4190f7c9604a,1556023284.124647,9,8,50567,2920,tcp,-,1.022715,0,0,REJ,Sr,1,44,1,40,1556023285.147362,False,True,False,False,False,False,True
ckbt_324e5aafa34859dc7904,ToN-IoT_raw_network_Bro,aux_process_fit,scanning_fit_capture_1,reconnaissance_scan,scanning,mechanism_family_only_not_exact_Gotham_label_equivalence,Network_dataset_Bro/normal_attack_Bro/normal_scanning/normal_scanning_1/conn.log,SecurityEvents_Network_datasets/GroundTruth_Network_1.csv,20494,14027,floor(conn.ts)==gt.ts_and_direct_5tuple_proto_unique_both_sides,0f13edc8a82dbdf43b608c8fd2079f3eb79627e26853828eb2bbbdf1088356ef,1556022088.254186,9,13,49507,19315,tcp,-,-,-,-,S0,S,1,44,0,0,,False,True,False,False,False,False,True
ckbt_3250f39eb9b31b147c6a,ToN-IoT_raw_network_Bro,aux_process_fit,scanning_fit_capture_1,reconnaissance_scan,scanning,mechanism_family_only_not_exact_Gotham_label_equivalence,Network_dataset_Bro/normal_attack_Bro/normal_scanning/normal_scanning_1/conn.log,SecurityEvents_Network_datasets/GroundTruth_Network_1.csv,2377,29957,floor(conn.ts)==gt.ts_and_direct_5tuple_proto_unique_both_sides,0cd59a3f96c858cc25efeb28ed499bea7707e9b5ca42bb0f1d82cd282226f452,1556021458.498428,9,12,62947,10778,tcp,-,-,-,-,S0,S,1,44,0,0,,False,True,False,False,False,False,True
ckbt_3258768f32d34da398f9,ToN-IoT_raw_network_Bro,aux_process_fit,scanning_fit_capture_1,reconnaissance_scan,scanning,mechanism_family_only_not_exact_Gotham_label_equivalence,Network_dataset_Bro/normal_attack_Bro/normal_scanning/normal_scanning_1/conn.log,SecurityEvents_Network_datasets/GroundTruth_Network_1.csv,10963,5189,floor(conn.ts)==gt.ts_and_direct_5tuple_proto_unique_both_sides,f6dd8644fd3e78983d72c09affbd704db27aabfa2d73f65883834893e0f4e2c0,1556021678.156314,10,5,50946,888,tcp,-,-,-,-,S0,S,1,44,0,0,,False,True,False,False,False,False,True
ckbt_325ff92a1d60739863fb,ToN-IoT_raw_network_Bro,aux_process_fit,scanning_fit_capture_1,reconnaissance_scan,scanning,mechanism_family_only_not_exact_Gotham_label_equivalence,Network_dataset_Bro/normal_attack_Bro/normal_scanning/normal_scanning_1/conn.log,SecurityEvents_Network_datasets/GroundTruth_Network_1.csv,51847,48920,floor(conn.ts)==gt.ts_and_direct_5tuple_proto_unique_both_sides,6c03fc43147b7e98ab43e0697adf052bbc13c4c4c4b8cfc4d04ae2d7b1a6eeb2,1556023636.462523,11,5,61171,1032,tcp,-,-,-,-,S0,S,1,44,0,0,,False,True,False,False,False,False,True
ckbt_3265a635411a81ba0dbc,ToN-IoT_raw_network_Bro,aux_process_fit,scanning_fit_capture_1,reconnaissance_scan,scanning,mechanism_family_only_not_exact_Gotham_label_equivalence,Network_dataset_Bro/normal_attack_Bro/normal_scanning/normal_scanning_1/conn.log,SecurityEvents_Network_datasets/GroundTruth_Network_1.csv,75319,70797,floor(conn.ts)==gt.ts_and_direct_5tuple_proto_unique_both_sides,9ed5f0aafbdbe13091552695781133a7cd55775ca58417ed7612b42e582dcd05,1556024960.263337,9,8,42909,49999,tcp,-,-,-,-,S0,S,1,44,0,0,,False,True,False,False,False,False,True
ckbt_326e4c302fc3216cb7ee,ToN-IoT_raw_network_Bro,aux_process_fit,scanning_fit_capture_1,reconnaissance_scan,scanning,mechanism_family_only_not_exact_Gotham_label_equivalence,Network_dataset_Bro/normal_attack_Bro/normal_scanning/normal_scanning_1/conn.log,SecurityEvents_Network_datasets/GroundTruth_Network_1.csv,73991,69557,floor(conn.ts)==gt.ts_and_direct_5tuple_proto_unique_both_sides,d5c6e67ba21bafb44dabf24e528cbda8fcb8310d4ce10bc7f872da23702f9763,1556024883.099948,11,7,53033,1169,tcp,-,-,-,-,S0,S,1,44,0,0,,False,True,False,False,False,False,True
ckbt_3278372231f665a0de72,ToN-IoT_raw_network_Bro,aux_process_fit,scanning_fit_capture_1,reconnaissance_scan,scanning,mechanism_family_only_not_exact_Gotham_label_equivalence,Network_dataset_Bro/normal_attack_Bro/normal_scanning/normal_scanning_1/conn.log,SecurityEvents_Network_datasets/GroundTruth_Network_1.csv,36952,34977,floor(conn.ts)==gt.ts_and_direct_5tuple_proto_unique_both_sides,967b1a072edab48c8877f29a433ac5608ea6299d821e483df9d139462a1f3e1d,1556022958.226560,11,4,53922,5963,tcp,-,-,-,-,S0,S,1,44,0,0,,False,True,False,False,False,False,True
ckbt_327b4a1883ae15fe5829,ToN-IoT_raw_network_Bro,aux_process_fit,scanning_fit_capture_1,reconnaissance_scan,scanning,mechanism_family_only_not_exact_Gotham_label_equivalence,Network_dataset_Bro/normal_attack_Bro/normal_scanning/normal_scanning_1/conn.log,SecurityEvents_Network_datasets/GroundTruth_Network_1.csv,9165,3411,floor(conn.ts)==gt.ts_and_direct_5tuple_proto_unique_both_sides,b08278307056be5435f942dc4918a64c83a34161b8535630e9b0a254aa8bf277,1556021620.207267,11,2,61177,30718,tcp,-,-,-,-,S0,S,1,44,0,0,,False,True,False,False,False,False,True
ckbt_3286e61c2f80e1032061,ToN-IoT_raw_network_Bro,aux_process_fit,scanning_fit_capture_1,reconnaissance_scan,scanning,mechanism_family_only_not_exact_Gotham_label_equivalence,Network_dataset_Bro/normal_attack_Bro/normal_scanning/normal_scanning_1/conn.log,SecurityEvents_Network_datasets/GroundTruth_Network_1.csv,20528,14066,floor(conn.ts)==gt.ts_and_direct_5tuple_proto_unique_both_sides,fa1502a0ed4ed28c08c9dd9f578623e08cbed44741474dcc39289339ccf7fe0a,1556022091.170309,10,13,38141,60443,tcp,-,-,-,-,S0,S,1,44,0,0,,False,True,False,False,False,False,True
ckbt_328786d3792f048d39f9,ToN-IoT_raw_network_Bro,aux_process_fit,scanning_fit_capture_1,reconnaissance_scan,scanning,mechanism_family_only_not_exact_Gotham_label_equivalence,Network_dataset_Bro/normal_attack_Bro/normal_scanning/normal_scanning_1/conn.log,SecurityEvents_Network_datasets/GroundTruth_Network_1.csv,11465,5660,floor(conn.ts)==gt.ts_and_direct_5tuple_proto_unique_both_sides,14855c538f9b8ec0afc508b5dbe709626019c4628c3a49a27fd28bf90b915aef,1556021693.129345,11,4,53921,3268,tcp,-,-,-,-,S0,S,1,44,0,0,,False,True,False,False,False,False,True
ckbt_3292f3cafff868b725fb,ToN-IoT_raw_network_Bro,aux_process_fit,scanning_fit_capture_1,reconnaissance_scan,scanning,mechanism_family_only_not_exact_Gotham_label_equivalence,Network_dataset_Bro/normal_attack_Bro/normal_scanning/normal_scanning_1/conn.log,SecurityEvents_Network_datasets/GroundTruth_Network_1.csv,55716,52487,floor(conn.ts)==gt.ts_and_direct_5tuple_proto_unique_both_sides,06dc9a8ef7f30ea47b26596fc3158fe48370a96a79d835b3896a3bf0123e0038,1556023849.366672,11,2,53921,1521,tcp,-,0.095998,0,0,REJ,Sr,1,44,1,40,1556023849.462670,False,True,False,False,False,False,True
ckbt_3293ea89a9163b17439c,ToN-IoT_raw_network_Bro,aux_process_fit,scanning_fit_capture_1,reconnaissance_scan,scanning,mechanism_family_only_not_exact_Gotham_label_equivalence,Network_dataset_Bro/normal_attack_Bro/normal_scanning/normal_scanning_1/conn.log,SecurityEvents_Network_datasets/GroundTruth_Network_1.csv,17509,11283,floor(conn.ts)==gt.ts_and_direct_5tuple_proto_unique_both_sides,dd1282c39120ba4ccef26bf7aff8176fd559d783a9155aa708c97659cb6feffd,1556021904.443884,11,5,61173,27356,tcp,-,-,-,-,S0,S,1,44,0,0,,False,True,False,False,False,False,True
