global_manifest_row_id,csv_file_id,csv_archive_path,row_index_within_file,frame.time,parsed_timestamp,label,binary_label,attack_type,inferred_device,inferred_protocol,frame.protocols,ip.src,ip.dst,time_bucket,row_order_bucket,is_transition_nearby,pcap_counterpart_candidate,split_eligibility_hint
8440,45,processed/iotsim-combined-cycle-1.csv,141687,"Jan 18, 2025 21:32:56.341919000 GMT",,C&C Communication,attack,C&C Communication,combined-cycle,,eth:ethertype:ip:tcp,192.168.33.10,192.168.20.10,,row_100k_1m,true,raw/benign/iotsim-combined-cycle-10_0-0_to_OpenvSwitch-13_10-0.pcap,eligible_attack
8441,45,processed/iotsim-combined-cycle-1.csv,178344,"Jan 18, 2025 21:35:40.449688000 GMT",,Benign,benign,,combined-cycle,dns,eth:ethertype:ip:udp:dns,192.168.20.10,192.168.0.2,,row_100k_1m,true,raw/benign/iotsim-combined-cycle-10_0-0_to_OpenvSwitch-13_10-0.pcap,eligible_benign
8442,45,processed/iotsim-combined-cycle-1.csv,178345,"Jan 18, 2025 21:35:40.455023000 GMT",,Benign,benign,,combined-cycle,dns,eth:ethertype:ip:udp:dns,192.168.0.2,192.168.20.10,,row_100k_1m,true,raw/benign/iotsim-combined-cycle-10_0-0_to_OpenvSwitch-13_10-0.pcap,eligible_benign
8443,45,processed/iotsim-combined-cycle-1.csv,178346,"Jan 18, 2025 21:35:40.455235000 GMT",,Reporting,attack,Reporting,combined-cycle,,eth:ethertype:ip:tcp,192.168.20.10,192.168.33.11,,row_100k_1m,true,raw/benign/iotsim-combined-cycle-10_0-0_to_OpenvSwitch-13_10-0.pcap,eligible_attack
8444,45,processed/iotsim-combined-cycle-1.csv,178347,"Jan 18, 2025 21:35:40.459704000 GMT",,Reporting,attack,Reporting,combined-cycle,,eth:ethertype:ip:tcp,192.168.33.11,192.168.20.10,,row_100k_1m,true,raw/benign/iotsim-combined-cycle-10_0-0_to_OpenvSwitch-13_10-0.pcap,eligible_attack
8445,45,processed/iotsim-combined-cycle-1.csv,178348,"Jan 18, 2025 21:35:40.459746000 GMT",,Reporting,attack,Reporting,combined-cycle,,eth:ethertype:ip:tcp,192.168.20.10,192.168.33.11,,row_100k_1m,true,raw/benign/iotsim-combined-cycle-10_0-0_to_OpenvSwitch-13_10-0.pcap,eligible_attack
8446,45,processed/iotsim-combined-cycle-1.csv,178349,"Jan 18, 2025 21:35:40.459764000 GMT",,Reporting,attack,Reporting,combined-cycle,,eth:ethertype:ip:tcp:data,192.168.20.10,192.168.33.11,,row_100k_1m,true,raw/benign/iotsim-combined-cycle-10_0-0_to_OpenvSwitch-13_10-0.pcap,eligible_attack
8447,45,processed/iotsim-combined-cycle-1.csv,178350,"Jan 18, 2025 21:35:40.459830000 GMT",,Reporting,attack,Reporting,combined-cycle,,eth:ethertype:ip:tcp:data,192.168.20.10,192.168.33.11,,row_100k_1m,true,raw/benign/iotsim-combined-cycle-10_0-0_to_OpenvSwitch-13_10-0.pcap,eligible_attack
8448,45,processed/iotsim-combined-cycle-1.csv,178351,"Jan 18, 2025 21:35:40.459936000 GMT",,TCP Scan,attack,TCP Scan,combined-cycle,,eth:ethertype:ip:tcp,192.168.20.10,192.168.18.18,,row_100k_1m,true,raw/benign/iotsim-combined-cycle-10_0-0_to_OpenvSwitch-13_10-0.pcap,eligible_attack
8449,45,processed/iotsim-combined-cycle-1.csv,178352,"Jan 18, 2025 21:35:40.463650000 GMT",,Reporting,attack,Reporting,combined-cycle,,eth:ethertype:ip:tcp,192.168.33.11,192.168.20.10,,row_100k_1m,true,raw/benign/iotsim-combined-cycle-10_0-0_to_OpenvSwitch-13_10-0.pcap,eligible_attack
8450,45,processed/iotsim-combined-cycle-1.csv,178353,"Jan 18, 2025 21:35:40.464470000 GMT",,TCP Scan,attack,TCP Scan,combined-cycle,,eth:ethertype:ip:tcp,192.168.18.18,192.168.20.10,,row_100k_1m,true,raw/benign/iotsim-combined-cycle-10_0-0_to_OpenvSwitch-13_10-0.pcap,eligible_attack
8451,45,processed/iotsim-combined-cycle-1.csv,196932,"Jan 18, 2025 21:36:45.496930000 GMT",,Benign,benign,,combined-cycle,dns,eth:ethertype:ip:udp:dns,192.168.20.10,192.168.0.2,,row_100k_1m,true,raw/benign/iotsim-combined-cycle-10_0-0_to_OpenvSwitch-13_10-0.pcap,eligible_benign
8452,45,processed/iotsim-combined-cycle-1.csv,196933,"Jan 18, 2025 21:36:45.501497000 GMT",,Benign,benign,,combined-cycle,dns,eth:ethertype:ip:udp:dns,192.168.0.2,192.168.20.10,,row_100k_1m,true,raw/benign/iotsim-combined-cycle-10_0-0_to_OpenvSwitch-13_10-0.pcap,eligible_benign
8453,45,processed/iotsim-combined-cycle-1.csv,196934,"Jan 18, 2025 21:36:45.501757000 GMT",,Reporting,attack,Reporting,combined-cycle,,eth:ethertype:ip:tcp,192.168.20.10,192.168.33.11,,row_100k_1m,true,raw/benign/iotsim-combined-cycle-10_0-0_to_OpenvSwitch-13_10-0.pcap,eligible_attack
8454,45,processed/iotsim-combined-cycle-1.csv,196935,"Jan 18, 2025 21:36:45.507433000 GMT",,Reporting,attack,Reporting,combined-cycle,,eth:ethertype:ip:tcp,192.168.33.11,192.168.20.10,,row_100k_1m,true,raw/benign/iotsim-combined-cycle-10_0-0_to_OpenvSwitch-13_10-0.pcap,eligible_attack
8455,45,processed/iotsim-combined-cycle-1.csv,196936,"Jan 18, 2025 21:36:45.507477000 GMT",,Reporting,attack,Reporting,combined-cycle,,eth:ethertype:ip:tcp,192.168.20.10,192.168.33.11,,row_100k_1m,true,raw/benign/iotsim-combined-cycle-10_0-0_to_OpenvSwitch-13_10-0.pcap,eligible_attack
8456,45,processed/iotsim-combined-cycle-1.csv,196937,"Jan 18, 2025 21:36:45.507505000 GMT",,Reporting,attack,Reporting,combined-cycle,,eth:ethertype:ip:tcp:data,192.168.20.10,192.168.33.11,,row_100k_1m,true,raw/benign/iotsim-combined-cycle-10_0-0_to_OpenvSwitch-13_10-0.pcap,eligible_attack
8457,45,processed/iotsim-combined-cycle-1.csv,196938,"Jan 18, 2025 21:36:45.507544000 GMT",,Reporting,attack,Reporting,combined-cycle,,eth:ethertype:ip:tcp:data,192.168.20.10,192.168.33.11,,row_100k_1m,true,raw/benign/iotsim-combined-cycle-10_0-0_to_OpenvSwitch-13_10-0.pcap,eligible_attack
8458,45,processed/iotsim-combined-cycle-1.csv,196939,"Jan 18, 2025 21:36:45.507646000 GMT",,TCP Scan,attack,TCP Scan,combined-cycle,,eth:ethertype:ip:tcp,192.168.20.10,192.168.18.17,,row_100k_1m,true,raw/benign/iotsim-combined-cycle-10_0-0_to_OpenvSwitch-13_10-0.pcap,eligible_attack
8459,45,processed/iotsim-combined-cycle-1.csv,196940,"Jan 18, 2025 21:36:45.511274000 GMT",,Reporting,attack,Reporting,combined-cycle,,eth:ethertype:ip:tcp,192.168.33.11,192.168.20.10,,row_100k_1m,true,raw/benign/iotsim-combined-cycle-10_0-0_to_OpenvSwitch-13_10-0.pcap,eligible_attack
8460,45,processed/iotsim-combined-cycle-1.csv,196941,"Jan 18, 2025 21:36:45.512026000 GMT",,TCP Scan,attack,TCP Scan,combined-cycle,,eth:ethertype:ip:tcp,192.168.18.17,192.168.20.10,,row_100k_1m,true,raw/benign/iotsim-combined-cycle-10_0-0_to_OpenvSwitch-13_10-0.pcap,eligible_attack
8461,45,processed/iotsim-combined-cycle-1.csv,201127,"Jan 18, 2025 21:37:00.366202000 GMT",,Benign,benign,,combined-cycle,dns,eth:ethertype:ip:udp:dns,192.168.20.10,192.168.0.2,,row_100k_1m,true,raw/benign/iotsim-combined-cycle-10_0-0_to_OpenvSwitch-13_10-0.pcap,eligible_benign
8462,45,processed/iotsim-combined-cycle-1.csv,201128,"Jan 18, 2025 21:37:00.371302000 GMT",,Benign,benign,,combined-cycle,dns,eth:ethertype:ip:udp:dns,192.168.0.2,192.168.20.10,,row_100k_1m,true,raw/benign/iotsim-combined-cycle-10_0-0_to_OpenvSwitch-13_10-0.pcap,eligible_benign
8463,45,processed/iotsim-combined-cycle-1.csv,201129,"Jan 18, 2025 21:37:00.371529000 GMT",,Reporting,attack,Reporting,combined-cycle,,eth:ethertype:ip:tcp,192.168.20.10,192.168.33.11,,row_100k_1m,true,raw/benign/iotsim-combined-cycle-10_0-0_to_OpenvSwitch-13_10-0.pcap,eligible_attack
8464,45,processed/iotsim-combined-cycle-1.csv,201130,"Jan 18, 2025 21:37:00.375992000 GMT",,Reporting,attack,Reporting,combined-cycle,,eth:ethertype:ip:tcp,192.168.33.11,192.168.20.10,,row_100k_1m,true,raw/benign/iotsim-combined-cycle-10_0-0_to_OpenvSwitch-13_10-0.pcap,eligible_attack
8465,45,processed/iotsim-combined-cycle-1.csv,201131,"Jan 18, 2025 21:37:00.376028000 GMT",,Reporting,attack,Reporting,combined-cycle,,eth:ethertype:ip:tcp,192.168.20.10,192.168.33.11,,row_100k_1m,true,raw/benign/iotsim-combined-cycle-10_0-0_to_OpenvSwitch-13_10-0.pcap,eligible_attack
8466,45,processed/iotsim-combined-cycle-1.csv,201132,"Jan 18, 2025 21:37:00.376044000 GMT",,Reporting,attack,Reporting,combined-cycle,,eth:ethertype:ip:tcp:data,192.168.20.10,192.168.33.11,,row_100k_1m,true,raw/benign/iotsim-combined-cycle-10_0-0_to_OpenvSwitch-13_10-0.pcap,eligible_attack
8467,45,processed/iotsim-combined-cycle-1.csv,201133,"Jan 18, 2025 21:37:00.376107000 GMT",,Reporting,attack,Reporting,combined-cycle,,eth:ethertype:ip:tcp:data,192.168.20.10,192.168.33.11,,row_100k_1m,true,raw/benign/iotsim-combined-cycle-10_0-0_to_OpenvSwitch-13_10-0.pcap,eligible_attack
8468,45,processed/iotsim-combined-cycle-1.csv,201134,"Jan 18, 2025 21:37:00.376209000 GMT",,TCP Scan,attack,TCP Scan,combined-cycle,,eth:ethertype:ip:tcp,192.168.20.10,192.168.18.17,,row_100k_1m,true,raw/benign/iotsim-combined-cycle-10_0-0_to_OpenvSwitch-13_10-0.pcap,eligible_attack
8469,45,processed/iotsim-combined-cycle-1.csv,201135,"Jan 18, 2025 21:37:00.379835000 GMT",,Reporting,attack,Reporting,combined-cycle,,eth:ethertype:ip:tcp,192.168.33.11,192.168.20.10,,row_100k_1m,true,raw/benign/iotsim-combined-cycle-10_0-0_to_OpenvSwitch-13_10-0.pcap,eligible_attack
8470,45,processed/iotsim-combined-cycle-1.csv,201136,"Jan 18, 2025 21:37:00.380596000 GMT",,TCP Scan,attack,TCP Scan,combined-cycle,,eth:ethertype:ip:tcp,192.168.18.17,192.168.20.10,,row_100k_1m,true,raw/benign/iotsim-combined-cycle-10_0-0_to_OpenvSwitch-13_10-0.pcap,eligible_attack
8471,45,processed/iotsim-combined-cycle-1.csv,202925,"Jan 18, 2025 21:37:07.059901000 GMT",,Benign,benign,,combined-cycle,coap,eth:ethertype:ip:udp:coap,192.168.4.1,192.168.20.10,,row_100k_1m,true,raw/benign/iotsim-combined-cycle-10_0-0_to_OpenvSwitch-13_10-0.pcap,eligible_benign
8472,45,processed/iotsim-combined-cycle-1.csv,202926,"Jan 18, 2025 21:37:07.060061000 GMT",,Benign,benign,,combined-cycle,coap,eth:ethertype:ip:udp:coap,192.168.20.10,192.168.4.1,,row_100k_1m,true,raw/benign/iotsim-combined-cycle-10_0-0_to_OpenvSwitch-13_10-0.pcap,eligible_benign
8473,45,processed/iotsim-combined-cycle-1.csv,202927,"Jan 18, 2025 21:37:07.111849000 GMT",,TCP Scan,attack,TCP Scan,combined-cycle,telnet,eth:ethertype:ip:tcp:telnet,192.168.20.10,192.168.18.15,,row_100k_1m,true,raw/benign/iotsim-combined-cycle-10_0-0_to_OpenvSwitch-13_10-0.pcap,eligible_attack
8474,45,processed/iotsim-combined-cycle-1.csv,202928,"Jan 18, 2025 21:37:07.111880000 GMT",,TCP Scan,attack,TCP Scan,combined-cycle,telnet,eth:ethertype:ip:tcp:telnet,192.168.20.10,192.168.18.15,,row_100k_1m,true,raw/benign/iotsim-combined-cycle-10_0-0_to_OpenvSwitch-13_10-0.pcap,eligible_attack
8475,45,processed/iotsim-combined-cycle-1.csv,202929,"Jan 18, 2025 21:37:07.111895000 GMT",,TCP Scan,attack,TCP Scan,combined-cycle,telnet,eth:ethertype:ip:tcp:telnet,192.168.20.10,192.168.18.15,,row_100k_1m,true,raw/benign/iotsim-combined-cycle-10_0-0_to_OpenvSwitch-13_10-0.pcap,eligible_attack
8476,45,processed/iotsim-combined-cycle-1.csv,202930,"Jan 18, 2025 21:37:07.116933000 GMT",,TCP Scan,attack,TCP Scan,combined-cycle,,eth:ethertype:ip:tcp,192.168.18.15,192.168.20.10,,row_100k_1m,true,raw/benign/iotsim-combined-cycle-10_0-0_to_OpenvSwitch-13_10-0.pcap,eligible_attack
8477,45,processed/iotsim-combined-cycle-1.csv,202931,"Jan 18, 2025 21:37:07.116959000 GMT",,TCP Scan,attack,TCP Scan,combined-cycle,,eth:ethertype:ip:tcp,192.168.18.15,192.168.20.10,,row_100k_1m,true,raw/benign/iotsim-combined-cycle-10_0-0_to_OpenvSwitch-13_10-0.pcap,eligible_attack
8478,45,processed/iotsim-combined-cycle-1.csv,202932,"Jan 18, 2025 21:37:07.116971000 GMT",,TCP Scan,attack,TCP Scan,combined-cycle,,eth:ethertype:ip:tcp,192.168.18.15,192.168.20.10,,row_100k_1m,true,raw/benign/iotsim-combined-cycle-10_0-0_to_OpenvSwitch-13_10-0.pcap,eligible_attack
8479,45,processed/iotsim-combined-cycle-1.csv,202933,"Jan 18, 2025 21:37:07.117903000 GMT",,TCP Scan,attack,TCP Scan,combined-cycle,telnet,eth:ethertype:ip:tcp:telnet,192.168.18.15,192.168.20.10,,row_100k_1m,true,raw/benign/iotsim-combined-cycle-10_0-0_to_OpenvSwitch-13_10-0.pcap,eligible_attack
8480,45,processed/iotsim-combined-cycle-1.csv,202934,"Jan 18, 2025 21:37:07.117938000 GMT",,TCP Scan,attack,TCP Scan,combined-cycle,telnet,eth:ethertype:ip:tcp:telnet,192.168.18.15,192.168.20.10,,row_100k_1m,true,raw/benign/iotsim-combined-cycle-10_0-0_to_OpenvSwitch-13_10-0.pcap,eligible_attack
8481,45,processed/iotsim-combined-cycle-1.csv,210949,"Jan 18, 2025 21:37:31.405756000 GMT",,Benign,benign,,combined-cycle,dns,eth:ethertype:ip:udp:dns,192.168.20.10,192.168.0.2,,row_100k_1m,true,raw/benign/iotsim-combined-cycle-10_0-0_to_OpenvSwitch-13_10-0.pcap,eligible_benign
8482,45,processed/iotsim-combined-cycle-1.csv,210950,"Jan 18, 2025 21:37:31.410413000 GMT",,Benign,benign,,combined-cycle,dns,eth:ethertype:ip:udp:dns,192.168.0.2,192.168.20.10,,row_100k_1m,true,raw/benign/iotsim-combined-cycle-10_0-0_to_OpenvSwitch-13_10-0.pcap,eligible_benign
8483,45,processed/iotsim-combined-cycle-1.csv,210951,"Jan 18, 2025 21:37:31.410654000 GMT",,Reporting,attack,Reporting,combined-cycle,,eth:ethertype:ip:tcp,192.168.20.10,192.168.33.11,,row_100k_1m,true,raw/benign/iotsim-combined-cycle-10_0-0_to_OpenvSwitch-13_10-0.pcap,eligible_attack
8484,45,processed/iotsim-combined-cycle-1.csv,210952,"Jan 18, 2025 21:37:31.415045000 GMT",,Reporting,attack,Reporting,combined-cycle,,eth:ethertype:ip:tcp,192.168.33.11,192.168.20.10,,row_100k_1m,true,raw/benign/iotsim-combined-cycle-10_0-0_to_OpenvSwitch-13_10-0.pcap,eligible_attack
8485,45,processed/iotsim-combined-cycle-1.csv,210953,"Jan 18, 2025 21:37:31.415082000 GMT",,Reporting,attack,Reporting,combined-cycle,,eth:ethertype:ip:tcp,192.168.20.10,192.168.33.11,,row_100k_1m,true,raw/benign/iotsim-combined-cycle-10_0-0_to_OpenvSwitch-13_10-0.pcap,eligible_attack
8486,45,processed/iotsim-combined-cycle-1.csv,210954,"Jan 18, 2025 21:37:31.415103000 GMT",,Reporting,attack,Reporting,combined-cycle,,eth:ethertype:ip:tcp:data,192.168.20.10,192.168.33.11,,row_100k_1m,true,raw/benign/iotsim-combined-cycle-10_0-0_to_OpenvSwitch-13_10-0.pcap,eligible_attack
8487,45,processed/iotsim-combined-cycle-1.csv,210955,"Jan 18, 2025 21:37:31.415160000 GMT",,Reporting,attack,Reporting,combined-cycle,,eth:ethertype:ip:tcp:data,192.168.20.10,192.168.33.11,,row_100k_1m,true,raw/benign/iotsim-combined-cycle-10_0-0_to_OpenvSwitch-13_10-0.pcap,eligible_attack
8488,45,processed/iotsim-combined-cycle-1.csv,210956,"Jan 18, 2025 21:37:31.415246000 GMT",,TCP Scan,attack,TCP Scan,combined-cycle,,eth:ethertype:ip:tcp,192.168.20.10,192.168.18.18,,row_100k_1m,true,raw/benign/iotsim-combined-cycle-10_0-0_to_OpenvSwitch-13_10-0.pcap,eligible_attack
8489,45,processed/iotsim-combined-cycle-1.csv,210957,"Jan 18, 2025 21:37:31.419496000 GMT",,TCP Scan,attack,TCP Scan,combined-cycle,,eth:ethertype:ip:tcp,192.168.18.18,192.168.20.10,,row_100k_1m,true,raw/benign/iotsim-combined-cycle-10_0-0_to_OpenvSwitch-13_10-0.pcap,eligible_attack
8490,45,processed/iotsim-combined-cycle-1.csv,210958,"Jan 18, 2025 21:37:31.419540000 GMT",,TCP Scan,attack,TCP Scan,combined-cycle,,eth:ethertype:ip:tcp,192.168.20.10,192.168.18.18,,row_100k_1m,true,raw/benign/iotsim-combined-cycle-10_0-0_to_OpenvSwitch-13_10-0.pcap,eligible_attack
8491,45,processed/iotsim-combined-cycle-1.csv,212112,"Jan 18, 2025 21:37:36.190416000 GMT",,Benign,benign,,combined-cycle,dns,eth:ethertype:ip:udp:dns,192.168.20.10,192.168.0.2,,row_100k_1m,true,raw/benign/iotsim-combined-cycle-10_0-0_to_OpenvSwitch-13_10-0.pcap,eligible_benign
8492,45,processed/iotsim-combined-cycle-1.csv,212113,"Jan 18, 2025 21:37:36.191424000 GMT",,Ingress Tool Transfer,attack,Ingress Tool Transfer,combined-cycle,,eth:ethertype:ip:tcp,192.168.33.12,192.168.20.10,,row_100k_1m,true,raw/benign/iotsim-combined-cycle-10_0-0_to_OpenvSwitch-13_10-0.pcap,eligible_attack
8493,45,processed/iotsim-combined-cycle-1.csv,212114,"Jan 18, 2025 21:37:36.191470000 GMT",,Ingress Tool Transfer,attack,Ingress Tool Transfer,combined-cycle,telnet,eth:ethertype:ip:tcp:telnet,192.168.20.10,192.168.33.12,,row_100k_1m,true,raw/benign/iotsim-combined-cycle-10_0-0_to_OpenvSwitch-13_10-0.pcap,eligible_attack
8494,45,processed/iotsim-combined-cycle-1.csv,212115,"Jan 18, 2025 21:37:36.196452000 GMT",,Benign,benign,,combined-cycle,dns,eth:ethertype:ip:udp:dns,192.168.0.2,192.168.20.10,,row_100k_1m,true,raw/benign/iotsim-combined-cycle-10_0-0_to_OpenvSwitch-13_10-0.pcap,eligible_benign
8495,45,processed/iotsim-combined-cycle-1.csv,212116,"Jan 18, 2025 21:37:36.196732000 GMT",,Reporting,attack,Reporting,combined-cycle,,eth:ethertype:ip:tcp,192.168.20.10,192.168.33.11,,row_100k_1m,true,raw/benign/iotsim-combined-cycle-10_0-0_to_OpenvSwitch-13_10-0.pcap,eligible_attack
8496,45,processed/iotsim-combined-cycle-1.csv,212117,"Jan 18, 2025 21:37:36.201407000 GMT",,Reporting,attack,Reporting,combined-cycle,,eth:ethertype:ip:tcp,192.168.33.11,192.168.20.10,,row_100k_1m,true,raw/benign/iotsim-combined-cycle-10_0-0_to_OpenvSwitch-13_10-0.pcap,eligible_attack
8497,45,processed/iotsim-combined-cycle-1.csv,212118,"Jan 18, 2025 21:37:36.201452000 GMT",,Reporting,attack,Reporting,combined-cycle,,eth:ethertype:ip:tcp,192.168.20.10,192.168.33.11,,row_100k_1m,true,raw/benign/iotsim-combined-cycle-10_0-0_to_OpenvSwitch-13_10-0.pcap,eligible_attack
8498,45,processed/iotsim-combined-cycle-1.csv,212119,"Jan 18, 2025 21:37:36.201470000 GMT",,Reporting,attack,Reporting,combined-cycle,,eth:ethertype:ip:tcp:data,192.168.20.10,192.168.33.11,,row_100k_1m,true,raw/benign/iotsim-combined-cycle-10_0-0_to_OpenvSwitch-13_10-0.pcap,eligible_attack
8499,45,processed/iotsim-combined-cycle-1.csv,212120,"Jan 18, 2025 21:37:36.201529000 GMT",,Reporting,attack,Reporting,combined-cycle,,eth:ethertype:ip:tcp:data,192.168.20.10,192.168.33.11,,row_100k_1m,true,raw/benign/iotsim-combined-cycle-10_0-0_to_OpenvSwitch-13_10-0.pcap,eligible_attack
8500,45,processed/iotsim-combined-cycle-1.csv,212121,"Jan 18, 2025 21:37:36.201657000 GMT",,TCP Scan,attack,TCP Scan,combined-cycle,,eth:ethertype:ip:tcp,192.168.20.10,192.168.18.18,,row_100k_1m,true,raw/benign/iotsim-combined-cycle-10_0-0_to_OpenvSwitch-13_10-0.pcap,eligible_attack
8501,45,processed/iotsim-combined-cycle-1.csv,212122,"Jan 18, 2025 21:37:36.205531000 GMT",,Reporting,attack,Reporting,combined-cycle,,eth:ethertype:ip:tcp,192.168.33.11,192.168.20.10,,row_100k_1m,true,raw/benign/iotsim-combined-cycle-10_0-0_to_OpenvSwitch-13_10-0.pcap,eligible_attack
8502,45,processed/iotsim-combined-cycle-1.csv,212123,"Jan 18, 2025 21:37:36.206261000 GMT",,TCP Scan,attack,TCP Scan,combined-cycle,,eth:ethertype:ip:tcp,192.168.18.18,192.168.20.10,,row_100k_1m,true,raw/benign/iotsim-combined-cycle-10_0-0_to_OpenvSwitch-13_10-0.pcap,eligible_attack
8503,45,processed/iotsim-combined-cycle-1.csv,212907,"Jan 18, 2025 21:37:38.337047000 GMT",,Benign,benign,,combined-cycle,dns,eth:ethertype:ip:udp:dns,192.168.20.10,192.168.0.2,,row_100k_1m,true,raw/benign/iotsim-combined-cycle-10_0-0_to_OpenvSwitch-13_10-0.pcap,eligible_benign
8504,45,processed/iotsim-combined-cycle-1.csv,212908,"Jan 18, 2025 21:37:38.341898000 GMT",,Benign,benign,,combined-cycle,dns,eth:ethertype:ip:udp:dns,192.168.0.2,192.168.20.10,,row_100k_1m,true,raw/benign/iotsim-combined-cycle-10_0-0_to_OpenvSwitch-13_10-0.pcap,eligible_benign
8505,45,processed/iotsim-combined-cycle-1.csv,212909,"Jan 18, 2025 21:37:38.342114000 GMT",,Reporting,attack,Reporting,combined-cycle,,eth:ethertype:ip:tcp,192.168.20.10,192.168.33.11,,row_100k_1m,true,raw/benign/iotsim-combined-cycle-10_0-0_to_OpenvSwitch-13_10-0.pcap,eligible_attack
8506,45,processed/iotsim-combined-cycle-1.csv,212910,"Jan 18, 2025 21:37:38.342581000 GMT",,TCP Scan,attack,TCP Scan,combined-cycle,,eth:ethertype:ip:tcp,192.168.20.10,192.168.17.10,,row_100k_1m,true,raw/benign/iotsim-combined-cycle-10_0-0_to_OpenvSwitch-13_10-0.pcap,eligible_attack
8507,45,processed/iotsim-combined-cycle-1.csv,212911,"Jan 18, 2025 21:37:38.346099000 GMT",,TCP Scan,attack,TCP Scan,combined-cycle,telnet,eth:ethertype:ip:tcp:telnet,192.168.17.10,192.168.20.10,,row_100k_1m,true,raw/benign/iotsim-combined-cycle-10_0-0_to_OpenvSwitch-13_10-0.pcap,eligible_attack
8508,45,processed/iotsim-combined-cycle-1.csv,212912,"Jan 18, 2025 21:37:38.346127000 GMT",,TCP Scan,attack,TCP Scan,combined-cycle,,eth:ethertype:ip:tcp,192.168.20.10,192.168.17.10,,row_100k_1m,true,raw/benign/iotsim-combined-cycle-10_0-0_to_OpenvSwitch-13_10-0.pcap,eligible_attack
8509,45,processed/iotsim-combined-cycle-1.csv,212913,"Jan 18, 2025 21:37:38.346367000 GMT",,Benign,benign,,combined-cycle,dns,eth:ethertype:ip:udp:dns,192.168.20.10,192.168.0.2,,row_100k_1m,true,raw/benign/iotsim-combined-cycle-10_0-0_to_OpenvSwitch-13_10-0.pcap,eligible_benign
8510,45,processed/iotsim-combined-cycle-1.csv,212914,"Jan 18, 2025 21:37:38.347331000 GMT",,Reporting,attack,Reporting,combined-cycle,,eth:ethertype:ip:tcp,192.168.33.11,192.168.20.10,,row_100k_1m,true,raw/benign/iotsim-combined-cycle-10_0-0_to_OpenvSwitch-13_10-0.pcap,eligible_attack
8511,45,processed/iotsim-combined-cycle-1.csv,212915,"Jan 18, 2025 21:37:38.347370000 GMT",,Reporting,attack,Reporting,combined-cycle,,eth:ethertype:ip:tcp,192.168.20.10,192.168.33.11,,row_100k_1m,true,raw/benign/iotsim-combined-cycle-10_0-0_to_OpenvSwitch-13_10-0.pcap,eligible_attack
8512,45,processed/iotsim-combined-cycle-1.csv,212916,"Jan 18, 2025 21:37:38.347384000 GMT",,Reporting,attack,Reporting,combined-cycle,,eth:ethertype:ip:tcp:data,192.168.20.10,192.168.33.11,,row_100k_1m,true,raw/benign/iotsim-combined-cycle-10_0-0_to_OpenvSwitch-13_10-0.pcap,eligible_attack
8513,45,processed/iotsim-combined-cycle-1.csv,212917,"Jan 18, 2025 21:37:38.347446000 GMT",,Reporting,attack,Reporting,combined-cycle,,eth:ethertype:ip:tcp:data,192.168.20.10,192.168.33.11,,row_100k_1m,true,raw/benign/iotsim-combined-cycle-10_0-0_to_OpenvSwitch-13_10-0.pcap,eligible_attack
8514,45,processed/iotsim-combined-cycle-1.csv,212918,"Jan 18, 2025 21:37:38.347529000 GMT",,TCP Scan,attack,TCP Scan,combined-cycle,,eth:ethertype:ip:tcp,192.168.20.10,192.168.18.18,,row_100k_1m,true,raw/benign/iotsim-combined-cycle-10_0-0_to_OpenvSwitch-13_10-0.pcap,eligible_attack
8515,45,processed/iotsim-combined-cycle-1.csv,212919,"Jan 18, 2025 21:37:38.350503000 GMT",,Benign,benign,,combined-cycle,dns,eth:ethertype:ip:udp:dns,192.168.0.2,192.168.20.10,,row_100k_1m,true,raw/benign/iotsim-combined-cycle-10_0-0_to_OpenvSwitch-13_10-0.pcap,eligible_benign
8516,45,processed/iotsim-combined-cycle-1.csv,212920,"Jan 18, 2025 21:37:38.350725000 GMT",,Reporting,attack,Reporting,combined-cycle,,eth:ethertype:ip:tcp,192.168.20.10,192.168.33.11,,row_100k_1m,true,raw/benign/iotsim-combined-cycle-10_0-0_to_OpenvSwitch-13_10-0.pcap,eligible_attack
8517,45,processed/iotsim-combined-cycle-1.csv,212921,"Jan 18, 2025 21:37:38.351181000 GMT",,TCP Scan,attack,TCP Scan,combined-cycle,,eth:ethertype:ip:tcp,192.168.18.18,192.168.20.10,,row_100k_1m,true,raw/benign/iotsim-combined-cycle-10_0-0_to_OpenvSwitch-13_10-0.pcap,eligible_attack
8518,45,processed/iotsim-combined-cycle-1.csv,212922,"Jan 18, 2025 21:37:38.351214000 GMT",,TCP Scan,attack,TCP Scan,combined-cycle,,eth:ethertype:ip:tcp,192.168.20.10,192.168.18.18,,row_100k_1m,true,raw/benign/iotsim-combined-cycle-10_0-0_to_OpenvSwitch-13_10-0.pcap,eligible_attack
8519,45,processed/iotsim-combined-cycle-1.csv,212923,"Jan 18, 2025 21:37:38.351823000 GMT",,Reporting,attack,Reporting,combined-cycle,,eth:ethertype:ip:tcp,192.168.33.11,192.168.20.10,,row_100k_1m,true,raw/benign/iotsim-combined-cycle-10_0-0_to_OpenvSwitch-13_10-0.pcap,eligible_attack
